Atmospheric tide model: Ray-Ponte, 2003                                                      
normalized model (mbar), no Doodson convention applied                                       
Doodson Darw  l   m    Csin+     Ccos+       Csin-     Ccos-       C+   eps+      C-   eps-  
164.555  S1  19   7 -0.000542 -0.001958    0.001373 -0.000379   0.0020 195.477 0.0014 105.420
164.555  S1  19   8 -0.000216  0.000941    0.003263  0.001603   0.0010 347.097 0.0036  63.826
164.555  S1  19   9 -0.002270  0.000269    0.002911 -0.001650   0.0023 276.760 0.0033 119.541
164.555  S1  19  10 -0.000083  0.001914    0.004227 -0.003668   0.0019 357.495 0.0056 130.958
164.555  S1  19  11 -0.002256 -0.000374    0.000152  0.000070   0.0023 260.585 0.0002  65.170
164.555  S1  19  12 -0.001262 -0.002766    0.001052 -0.002597   0.0030 204.513 0.0028 157.954
164.555  S1  19  13  0.001257 -0.001288   -0.000484 -0.006409   0.0018 135.684 0.0064 184.320
164.555  S1  19  14  0.005350 -0.000439    0.000409  0.003901   0.0053  94.687 0.0039   5.989
164.555  S1  19  15 -0.003966 -0.004407   -0.002353  0.000297   0.0059 221.985 0.0024 277.196
164.555  S1  19  16 -0.003004  0.001233   -0.003154 -0.000352   0.0032 292.310 0.0032 263.639
164.555  S1  19  17 -0.003521  0.006050    0.000600  0.003706   0.0070 329.802 0.0037   9.187
164.555  S1  19  18 -0.004263  0.002248   -0.001598 -0.001134   0.0048 297.805 0.0020 234.629
164.555  S1  19  19  0.000543 -0.004300   -0.000353  0.002583   0.0043 172.794 0.0026 352.233
164.555  S1  20   0 -0.000300  0.004220    0.000000  0.000000   0.0042 355.926 0.0000   0.000
164.555  S1  20   1  0.003759  0.000439    0.002637  0.000397   0.0038  83.335 0.0027  81.440
164.555  S1  20   2  0.002681  0.001418    0.000117 -0.000126   0.0030  62.112 0.0002 137.149
164.555  S1  20   3  0.000411  0.000661   -0.001714  0.000452   0.0008  31.891 0.0018 284.781
164.555  S1  20   4  0.002235  0.000861   -0.001694  0.001865   0.0024  68.933 0.0025 317.767
164.555  S1  20   5 -0.000192  0.000991    0.000238 -0.000030   0.0010 349.032 0.0002  97.312
164.555  S1  20   6  0.001905  0.001001   -0.000495 -0.001846   0.0021  62.257 0.0019 195.006
164.555  S1  20   7 -0.000757 -0.001218    0.000815  0.001552   0.0014 211.858 0.0017  27.702
164.555  S1  20   8  0.001672 -0.001165    0.000119 -0.000661   0.0020 124.873 0.0007 169.822
164.555  S1  20   9  0.000127  0.001477    0.001237  0.001381   0.0015   4.899 0.0018  41.837
164.555  S1  20  10  0.001582  0.000486    0.001387 -0.000672   0.0016  72.923 0.0015 115.839
164.555  S1  20  11  0.000161  0.002001   -0.002523 -0.001454   0.0020   4.585 0.0029 240.053
164.555  S1  20  12 -0.001691  0.001067    0.002290  0.001204   0.0020 302.256 0.0026  62.259
164.555  S1  20  13 -0.000098 -0.003191    0.001593 -0.001083   0.0032 181.764 0.0019 124.204
164.555  S1  20  14 -0.002615 -0.002065   -0.000069 -0.004639   0.0033 231.702 0.0046 180.857
164.555  S1  20  15  0.000080 -0.002822    0.003870  0.003484   0.0028 178.364 0.0052  48.011
164.555  S1  20  16  0.001483 -0.004036    0.001144 -0.002449   0.0043 159.830 0.0027 154.970
164.555  S1  20  17  0.002509 -0.000234   -0.003864 -0.000657   0.0025  95.321 0.0039 260.357
164.555  S1  20  18  0.001043  0.000022   -0.002538  0.003399   0.0010  88.785 0.0042 323.245
164.555  S1  20  19  0.000144  0.000721   -0.000909 -0.002027   0.0007  11.300 0.0022 204.168
164.555  S1  20  20  0.000107 -0.000354   -0.001394  0.002118   0.0004 163.025 0.0025 326.656
165.555  K1   2   0 -0.000555 -0.006506    0.000000  0.000000   0.0065 184.878 0.0000   0.000
165.555  K1   2   1  0.010371  0.011811   -0.005576 -0.003776   0.0157  41.285 0.0067 235.899
165.555  K1   2   2  0.000333  0.004604    0.003849 -0.001288   0.0046   4.140 0.0040 108.504
165.555  K1   3   0 -0.004487  0.011626    0.000000  0.000000   0.0125 338.895 0.0000   0.000
165.555  K1   3   1  0.011900  0.002668   -0.004100 -0.002573   0.0122  77.364 0.0048 237.893
165.555  K1   3   2  0.007763  0.007986    0.001488 -0.001454   0.0111  44.188 0.0021 134.337
165.555  K1   3   3 -0.011803  0.007311    0.007371  0.000026   0.0139 301.774 0.0073  89.800
165.555  K1   4   0  0.001602  0.001000    0.000000  0.000000   0.0019  58.024 0.0000   0.000
165.555  K1   4   1 -0.008896  0.003239    0.000153  0.000239   0.0094 290.003 0.0003  32.546
165.555  K1   4   2  0.004483  0.001169    0.001653 -0.003786   0.0046  75.382 0.0041 156.405
165.555  K1   4   3 -0.004919 -0.002975    0.028627 -0.018342   0.0057 238.831 0.0340 122.648
165.555  K1   4   4  0.000251 -0.001730   -0.000667 -0.001353   0.0017 171.725 0.0015 206.221
165.555  K1   5   0 -0.000144 -0.000642    0.000000  0.000000   0.0007 192.644 0.0000   0.000
165.555  K1   5   1 -0.004004 -0.001119   -0.001182  0.001917   0.0041 254.384 0.0022 328.322
165.555  K1   5   2 -0.006096 -0.000839    0.001730  0.001052   0.0061 262.169 0.0020  58.697
165.555  K1   5   3 -0.006307  0.002066    0.005643 -0.001043   0.0066 288.139 0.0057 100.468
165.555  K1   5   4  0.003610  0.006502   -0.003610 -0.001309   0.0074  29.040 0.0038 250.072
165.555  K1   5   5  0.003330 -0.002519   -0.000547  0.000922   0.0042 127.115 0.0011 329.286
165.555  K1   6   0  0.001835  0.004513    0.000000  0.000000   0.0049  22.133 0.0000   0.000
165.555  K1   6   1  0.012505 -0.012466    0.002520  0.003459   0.0177 134.910 0.0043  36.081
165.555  K1   6   2 -0.000940  0.000719    0.000245  0.001666   0.0012 307.409 0.0017   8.382
165.555  K1   6   3 -0.000942  0.000474    0.003974 -0.000922   0.0010 296.719 0.0041 103.071
165.555  K1   6   4  0.001521 -0.000225   -0.001357  0.003067   0.0015  98.412 0.0033 336.128
165.555  K1   6   5 -0.000612  0.002200   -0.001168 -0.000340   0.0023 344.464 0.0012 253.814
165.555  K1   6   6 -0.001761 -0.000328    0.001003 -0.003956   0.0018 259.417 0.0041 165.763
165.555  K1   7   0 -0.001964  0.004065    0.000000  0.000000   0.0045 334.216 0.0000   0.000
165.555  K1   7   1 -0.004426 -0.000860    0.003003 -0.001066   0.0045 259.007 0.0032 109.536
165.555  K1   7   2  0.001599  0.000147   -0.000433 -0.000183   0.0016  84.754 0.0005 247.115
165.555  K1   7   3 -0.002837 -0.002439   -0.003529 -0.000554   0.0037 229.315 0.0036 261.066
165.555  K1   7   4 -0.002932 -0.000530    0.000462  0.001836   0.0030 259.747 0.0019  14.131
165.555  K1   7   5  0.003817 -0.004128   -0.001682  0.001076   0.0056 137.250 0.0020 302.612
165.555  K1   7   6  0.001413  0.001995   -0.000994  0.004334   0.0024  35.317 0.0044 347.080
165.555  K1   7   7  0.000471  0.001388   -0.000856 -0.001296   0.0015  18.768 0.0015 213.433
165.555  K1   8   0 -0.001459 -0.005148    0.000000  0.000000   0.0053 195.822 0.0000   0.000
165.555  K1   8   1 -0.006634  0.012527    0.001396  0.000741   0.0142 332.096 0.0016  62.043
165.555  K1   8   2  0.000707 -0.000307   -0.000668 -0.000229   0.0008 113.503 0.0007 251.076
165.555  K1   8   3 -0.000020  0.001940   -0.004680  0.000292   0.0019 359.398 0.0047 273.574
165.555  K1   8   4  0.002748  0.004177   -0.002635  0.001490   0.0050  33.342 0.0030 299.494
165.555  K1   8   5  0.000560 -0.000849    0.003293  0.000254   0.0010 146.579 0.0033  85.592
165.555  K1   8   6 -0.001511 -0.002988    0.003682 -0.001491   0.0033 206.819 0.0040 112.036
165.555  K1   8   7  0.002727  0.003327    0.002356  0.002873   0.0043  39.347 0.0037  39.350
165.555  K1   8   8  0.000213  0.001907    0.000467 -0.001210   0.0019   6.360 0.0013 158.918
165.555  K1   9   0  0.004701  0.000295    0.000000  0.000000   0.0047  86.406 0.0000   0.000
165.555  K1   9   1 -0.001420  0.001311    0.000583  0.000319   0.0019 312.702 0.0007  61.229
165.555  K1   9   2 -0.002732  0.000517    0.001702 -0.000775   0.0028 280.718 0.0019 114.513
165.555  K1   9   3  0.002967  0.002748    0.001054 -0.000836   0.0040  47.192 0.0013 128.407
165.555  K1   9   4  0.001658 -0.001154   -0.002136 -0.001318   0.0020 124.831 0.0025 238.317
165.555  K1   9   5  0.001636  0.004132   -0.001312 -0.000763   0.0044  21.611 0.0015 239.808
165.555  K1   9   6 -0.001433 -0.000724    0.001488 -0.003311   0.0016 243.203 0.0036 155.802
165.555  K1   9   7 -0.000764  0.001770    0.001417 -0.000920   0.0019 336.655 0.0017 122.994
165.555  K1   9   8  0.002552 -0.001140    0.001661  0.001260   0.0028 114.068 0.0021  52.829
165.555  K1   9   9 -0.001175  0.000391   -0.001832 -0.001353   0.0012 288.378 0.0023 233.550
165.555  K1  10   0  0.001151 -0.001412    0.000000  0.000000   0.0018 140.815 0.0000   0.000
165.555  K1  10   1  0.002333 -0.003528    0.001110 -0.001256   0.0042 146.513 0.0017 138.518
165.555  K1  10   2 -0.000327 -0.000798   -0.002219  0.000418   0.0009 202.326 0.0022 280.662
165.555  K1  10   3  0.001493  0.000515    0.002162  0.000880   0.0016  70.961 0.0023  67.843
165.555  K1  10   4 -0.002376 -0.002384    0.000906  0.000583   0.0034 224.900 0.0011  57.227
165.555  K1  10   5  0.003242  0.000902   -0.000614  0.000816   0.0033  74.457 0.0010 323.067
165.555  K1  10   6 -0.000698 -0.002095    0.000762 -0.000069   0.0022 198.431 0.0008  95.171
165.555  K1  10   7  0.001555  0.000407   -0.002374 -0.002565   0.0016  75.354 0.0035 222.768
165.555  K1  10   8  0.002403 -0.000075    0.001254  0.000127   0.0024  91.804 0.0013  84.225
165.555  K1  10   9 -0.002265 -0.001414    0.001097 -0.000847   0.0027 238.020 0.0014 127.668
165.555  K1  10  10  0.000575  0.001450   -0.001505  0.001620   0.0016  21.631 0.0022 317.130
272.556  T2   2   0  0.001608 -0.000453    0.000000  0.000000   0.0017 105.730 0.0000   0.000
272.556  T2   2   1  0.002115 -0.001926    0.000092 -0.000010   0.0028 132.304 0.0001  96.233
272.556  T2   2   2  0.001229 -0.028738    0.000007  0.000001   0.0287 177.552 0.0000  80.543
272.556  T2   3   0  0.000271  0.000272    0.000000  0.000000   0.0004  44.880 0.0000   0.000
272.556  T2   3   1  0.001404 -0.001924    0.000264  0.000197   0.0024 143.880 0.0003  53.332
272.556  T2   3   2 -0.012800 -0.022963   -0.000003 -0.000009   0.0263 209.136 0.0000 197.736
272.556  T2   3   3  0.002896 -0.000225   -0.000078 -0.000166   0.0029  94.449 0.0002 205.207
272.556  T2   4   0 -0.002488  0.001430    0.000000  0.000000   0.0029 299.896 0.0000   0.000
272.556  T2   4   1  0.002417 -0.001067    0.000009  0.000253   0.0026 113.822 0.0003   2.032
272.556  T2   4   2  0.001332  0.009160    0.000011  0.000000   0.0092   8.272 0.0000  89.642
272.556  T2   4   3 -0.000141  0.002412    0.000063  0.000118   0.0024 356.653 0.0001  28.203
272.556  T2   4   4 -0.000235  0.000004   -0.000063 -0.000025   0.0002 270.957 0.0001 248.019
272.556  T2   5   0  0.000070 -0.000777    0.000000  0.000000   0.0008 174.833 0.0000   0.000
272.556  T2   5   1 -0.001563 -0.000550   -0.000100  0.000175   0.0016 250.605 0.0002 330.020
272.556  T2   5   2  0.002881  0.012510    0.000005  0.000008   0.0129  12.969 0.0000  32.775
272.556  T2   5   3 -0.001403  0.000109   -0.000050 -0.000009   0.0014 274.462 0.0001 259.804
272.556  T2   5   4 -0.000722  0.000506   -0.000042  0.000125   0.0009 305.056 0.0001 341.280
272.556  T2   5   5  0.000142  0.000066   -0.000026 -0.000014   0.0002  64.863 0.0000 240.994
272.556  T2   6   0  0.000134  0.000817    0.000000  0.000000   0.0008   9.264 0.0000   0.000
272.556  T2   6   1  0.000428  0.002000   -0.000093 -0.000023   0.0020  12.083 0.0001 256.077
272.556  T2   6   2  0.000484  0.000920    0.000002  0.000014   0.0010  27.736 0.0000   7.093
272.556  T2   6   3 -0.001272  0.000906   -0.000025  0.000034   0.0016 305.480 0.0000 323.825
272.556  T2   6   4  0.000279 -0.000202    0.000092  0.000035   0.0003 125.878 0.0001  69.161
272.556  T2   6   5 -0.000061 -0.000217    0.000003  0.000018   0.0002 195.626 0.0000  10.920
272.556  T2   6   6  0.000005 -0.000004    0.000007  0.000011   0.0000 130.254 0.0000  32.710
272.556  T2   7   0 -0.000447  0.000897    0.000000  0.000000   0.0010 333.527 0.0000   0.000
272.556  T2   7   1 -0.000162  0.000570    0.000067 -0.000080   0.0006 344.107 0.0001 139.876
272.556  T2   7   2  0.001793  0.003883   -0.000006 -0.000004   0.0043  24.781 0.0000 232.911
272.556  T2   7   3  0.000913 -0.001847    0.000069 -0.000035   0.0021 153.688 0.0001 116.745
272.556  T2   7   4 -0.000245 -0.000544   -0.000038  0.000048   0.0006 204.241 0.0001 321.139
272.556  T2   7   5 -0.000064  0.000118   -0.000014 -0.000012   0.0001 331.171 0.0000 230.094
272.556  T2   7   6 -0.000009  0.000007   -0.000011 -0.000002   0.0000 308.516 0.0000 261.850
272.556  T2   7   7  0.000070 -0.000056    0.000011  0.000011   0.0001 128.500 0.0000  45.158
272.556  T2   8   0  0.001269 -0.001039    0.000000  0.000000   0.0016 129.284 0.0000   0.000
272.556  T2   8   1  0.000972 -0.000458    0.000038  0.000106   0.0011 115.241 0.0001  19.748
272.556  T2   8   2 -0.000206 -0.001774    0.000003 -0.000006   0.0018 186.620 0.0000 152.184
272.556  T2   8   3 -0.000692 -0.000476    0.000021 -0.000001   0.0008 235.480 0.0000  91.784
272.556  T2   8   4  0.000005  0.000218    0.000035  0.000071   0.0002   1.232 0.0001  26.215
272.556  T2   8   5  0.000181  0.000001   -0.000008 -0.000010   0.0002  89.791 0.0000 217.862
272.556  T2   8   6  0.000007 -0.000002    0.000011  0.000010   0.0000 102.238 0.0000  46.445
272.556  T2   8   7 -0.000067 -0.000020   -0.000005  0.000003   0.0001 253.298 0.0000 303.629
272.556  T2   8   8  0.000077 -0.000009    0.000025  0.000008   0.0001  96.641 0.0000  71.386
272.556  T2   9   0 -0.000150  0.000422    0.000000  0.000000   0.0004 340.490 0.0000   0.000
272.556  T2   9   1  0.000273  0.000521   -0.000090 -0.000020   0.0006  27.690 0.0001 257.309
272.556  T2   9   2  0.000566 -0.002150    0.000005  0.000014   0.0022 165.263 0.0000  18.490
272.556  T2   9   3 -0.000339 -0.000508    0.000012 -0.000017   0.0006 213.649 0.0000 144.226
272.556  T2   9   4  0.000765 -0.000738    0.000011 -0.000021   0.0011 133.993 0.0000 152.149
272.556  T2   9   5  0.000002 -0.000081   -0.000014  0.000020   0.0001 178.371 0.0000 325.112
272.556  T2   9   6 -0.000002 -0.000006    0.000002  0.000005   0.0000 194.512 0.0000  19.663
272.556  T2   9   7 -0.000002 -0.000014    0.000009  0.000020   0.0000 188.003 0.0000  24.762
272.556  T2   9   8  0.000020  0.000015    0.000006 -0.000032   0.0000  53.250 0.0000 169.680
272.556  T2   9   9  0.000031 -0.000008    0.000020 -0.000002   0.0000 104.233 0.0000  96.615
272.556  T2  10   0  0.000798 -0.000469    0.000000  0.000000   0.0009 120.462 0.0000   0.000
272.556  T2  10   1 -0.000315 -0.000948    0.000019 -0.000055   0.0010 198.384 0.0001 161.002
272.556  T2  10   2  0.001861  0.000012   -0.000008 -0.000001   0.0019  89.644 0.0000 266.075
272.556  T2  10   3 -0.001202 -0.000667   -0.000029 -0.000022   0.0014 240.992 0.0000 233.623
272.556  T2  10   4 -0.000284 -0.000248   -0.000044 -0.000017   0.0004 228.934 0.0000 248.832
272.556  T2  10   5 -0.000143  0.000076   -0.000026 -0.000004   0.0002 298.122 0.0000 261.576
272.556  T2  10   6  0.000000 -0.000005    0.000001  0.000006   0.0000 177.949 0.0000  11.437
272.556  T2  10   7 -0.000004  0.000008    0.000018  0.000009   0.0000 333.493 0.0000  62.453
272.556  T2  10   8  0.000033  0.000021   -0.000010  0.000005   0.0000  57.447 0.0000 294.805
272.556  T2  10   9 -0.000004  0.000028   -0.000015 -0.000001   0.0000 351.692 0.0000 267.037
272.556  T2  10  10 -0.000001  0.000005    0.000002 -0.000005   0.0000 350.826 0.0000 163.012
273.555  S2   2   0  0.037914 -0.005648    0.000000  0.000000   0.0384  98.474 0.0000   0.000
273.555  S2   2   1  0.007500 -0.019471    0.001966  0.002547   0.0209 158.934 0.0032  37.656
273.555  S2   2   2  0.212314 -0.525457    0.000000  0.000000   0.5667 157.999 0.0000   2.203
273.555  S2   3   0  0.004104 -0.000612    0.000000  0.000000   0.0041  98.471 0.0000   0.000
273.555  S2   3   1 -0.000542 -0.006533    0.000208  0.000989   0.0065 184.743 0.0010  11.845
273.555  S2   3   2  0.018115  0.020915    0.000000  0.000000   0.0276  40.898 0.0000 186.092
273.555  S2   3   3  0.009913  0.012575    0.000766 -0.001615   0.0160  38.251 0.0018 154.612
273.555  S2   4   0 -0.003884  0.000579    0.000000  0.000000   0.0039 278.473 0.0000   0.000
273.555  S2   4   1 -0.006658  0.001710   -0.001060  0.000040   0.0068 284.398 0.0011 272.195
273.555  S2   4   2 -0.026655  0.079603    0.000000  0.000000   0.0840 341.486 0.0000 186.161
273.555  S2   4   3  0.009747 -0.002733    0.001129  0.000055   0.0101 105.666 0.0011  87.205
273.555  S2   4   4 -0.006600  0.005413   -0.003164 -0.001906   0.0085 309.361 0.0037 238.949
273.555  S2   5   0 -0.012241  0.001823    0.000000  0.000000   0.0124 278.474 0.0000   0.000
273.555  S2   5   1 -0.000271  0.001375   -0.000100 -0.000191   0.0014 348.847 0.0002 207.744
273.555  S2   5   2 -0.003647  0.000201    0.000000  0.000000   0.0036 273.157 0.0000 353.840
273.555  S2   5   3  0.002783  0.004366    0.000194 -0.000544   0.0052  32.516 0.0006 160.365
273.555  S2   5   4  0.004373  0.008317    0.001352 -0.003835   0.0094  27.734 0.0040 160.586
273.555  S2   5   5  0.006106 -0.001303    0.005186  0.000872   0.0062 102.047 0.0052  80.460
273.555  S2   6   0  0.009912 -0.001477    0.000000  0.000000   0.0100  98.474 0.0000   0.000
273.555  S2   6   1 -0.007288 -0.005012   -0.000857  0.001062   0.0088 235.482 0.0014 321.096
273.555  S2   6   2 -0.003615  0.001398    0.000000  0.000000   0.0039 291.143 0.0000  21.244
273.555  S2   6   3  0.001486 -0.003791    0.000256  0.000376   0.0041 158.598 0.0005  34.268
273.555  S2   6   4  0.000307  0.002824   -0.000045 -0.001229   0.0028   6.211 0.0012 182.107
273.555  S2   6   5 -0.000121  0.000062   -0.000103 -0.000048   0.0001 297.424 0.0001 245.106
273.555  S2   6   6  0.007783 -0.000517    0.007783  0.000516   0.0078  93.801 0.0078  86.201
273.555  S2   7   0 -0.001547  0.000230    0.000000  0.000000   0.0016 278.474 0.0000   0.000
273.555  S2   7   1  0.000519  0.008271   -0.000287 -0.001245   0.0083   3.592 0.0013 192.991
273.555  S2   7   2  0.007819 -0.000185    0.000000  0.000000   0.0078  91.351 0.0000 155.130
273.555  S2   7   3 -0.014435 -0.006295   -0.001414  0.001044   0.0158 246.437 0.0018 306.430
273.555  S2   7   4 -0.004501  0.000741   -0.001974 -0.000036   0.0045 279.358 0.0020 268.958
273.555  S2   7   5  0.001072  0.002290    0.000818 -0.001967   0.0025  25.087 0.0021 157.418
273.555  S2   7   6  0.001375 -0.004503    0.001375  0.004503   0.0047 163.019 0.0047  16.984
273.555  S2   7   7  0.003913 -0.002751    0.003764  0.002537   0.0048 125.117 0.0045  56.014
273.555  S2   8   0 -0.000283  0.000042    0.000000  0.000000   0.0003 278.434 0.0000   0.000
273.555  S2   8   1  0.000933  0.003354   -0.000010 -0.000536   0.0035  15.550 0.0005 181.022
273.555  S2   8   2  0.002640 -0.000242    0.000000  0.000000   0.0026  95.246 0.0000 248.768
273.555  S2   8   3  0.000129  0.002472   -0.000047 -0.000272   0.0025   2.986 0.0003 189.879
273.555  S2   8   4 -0.001602  0.000530   -0.000719 -0.000127   0.0017 288.325 0.0007 259.985
273.555  S2   8   5  0.003451  0.000483    0.002886 -0.000533   0.0035  82.028 0.0029 100.477
273.555  S2   8   6 -0.001727 -0.001092   -0.001726  0.001092   0.0020 237.687 0.0020 302.315
273.555  S2   8   7 -0.001066  0.002575   -0.001060 -0.002424   0.0028 337.507 0.0026 203.624
273.555  S2   8   8  0.002610  0.000386    0.002432 -0.000434   0.0026  81.583 0.0025 100.117
273.555  S2   9   0  0.004286 -0.000639    0.000000  0.000000   0.0043  98.474 0.0000   0.000
273.555  S2   9   1  0.003694  0.004473    0.000349 -0.000824   0.0058  39.549 0.0009 157.055
273.555  S2   9   2  0.004630 -0.000530    0.000000  0.000000   0.0046  96.530 0.0000 229.642
273.555  S2   9   3  0.004264  0.000650    0.000448 -0.000177   0.0043  81.337 0.0005 111.529
273.555  S2   9   4  0.002025  0.001612    0.000766 -0.000817   0.0026  51.473 0.0011 136.845
273.555  S2   9   5  0.001172  0.000505    0.000968 -0.000468   0.0013  66.674 0.0011 115.821
273.555  S2   9   6  0.000098  0.001922    0.000098 -0.001922   0.0019   2.932 0.0019 177.072
273.555  S2   9   7 -0.004009  0.000872   -0.003822 -0.000752   0.0041 282.267 0.0039 258.863
273.555  S2   9   8 -0.002314  0.000562   -0.002182 -0.000461   0.0024 283.632 0.0022 258.064
273.555  S2   9   9 -0.000419 -0.001345   -0.000394  0.001320   0.0014 197.288 0.0014 343.407
273.555  S2  10   0 -0.001191  0.000178    0.000000  0.000000   0.0012 278.489 0.0000   0.000
273.555  S2  10   1 -0.000768  0.005489   -0.000356 -0.000777   0.0055 352.029 0.0009 204.557
273.555  S2  10   2  0.001325  0.005011    0.000000  0.000000   0.0052  14.813 0.0000  82.459
273.555  S2  10   3  0.000488 -0.001952    0.000101  0.000200   0.0020 165.968 0.0002  26.923
273.555  S2  10   4  0.000841 -0.001229    0.000437  0.000473   0.0015 145.611 0.0006  42.694
273.555  S2  10   5  0.000535 -0.001173    0.000494  0.000967   0.0013 155.487 0.0011  27.034
273.555  S2  10   6  0.001636 -0.000646    0.001636  0.000646   0.0018 111.539 0.0018  68.458
273.555  S2  10   7 -0.000326  0.000999   -0.000328 -0.000942   0.0010 341.910 0.0010 199.232
273.555  S2  10   8  0.000224  0.001809    0.000160 -0.001700   0.0018   7.068 0.0017 174.640
273.555  S2  10   9  0.001671 -0.000628    0.001641  0.000594   0.0018 110.579 0.0017  70.112
273.555  S2  10  10  0.000544  0.000875    0.000544 -0.000875   0.0010  31.903 0.0010 148.086
274.554  R2   2   0  0.001610 -0.000098    0.000000  0.000000   0.0016  93.515 0.0000   0.000
274.554  R2   2   1  0.000849 -0.000465    0.000311  0.000133   0.0010 118.720 0.0003  66.943
274.554  R2   2   2 -0.011071  0.000505    0.000012  0.000007   0.0110 272.614 0.0000  57.436
274.554  R2   3   0  0.000205 -0.000405    0.000000  0.000000   0.0005 153.199 0.0000   0.000
274.554  R2   3   1  0.001418 -0.002686    0.000229  0.000185   0.0030 152.170 0.0003  51.122
274.554  R2   3   2 -0.000825 -0.017162   -0.000002  0.000020   0.0172 182.750 0.0000 355.727
274.554  R2   3   3  0.000312  0.004754    0.000119 -0.000062   0.0047   3.761 0.0001 117.478
274.554  R2   4   0 -0.002803 -0.000513    0.000000  0.000000   0.0028 259.619 0.0000   0.000
274.554  R2   4   1 -0.000613 -0.002041    0.000307  0.000030   0.0021 196.716 0.0003  84.478
274.554  R2   4   2 -0.002217  0.004510   -0.000012 -0.000005   0.0050 333.823 0.0000 245.726
274.554  R2   4   3 -0.000029 -0.000881   -0.000118 -0.000154   0.0009 181.920 0.0002 217.450
274.554  R2   4   4 -0.000407  0.000356   -0.000029  0.000018   0.0005 311.118 0.0000 300.972
274.554  R2   5   0  0.000336  0.000728    0.000000  0.000000   0.0008  24.759 0.0000   0.000
274.554  R2   5   1 -0.001238 -0.001141   -0.000137  0.000119   0.0017 227.334 0.0002 310.773
274.554  R2   5   2 -0.001720  0.005806   -0.000003 -0.000018   0.0060 343.500 0.0000 188.856
274.554  R2   5   3 -0.000860  0.001120   -0.000066 -0.000003   0.0014 322.494 0.0001 267.338
274.554  R2   5   4 -0.000595 -0.000931   -0.000099 -0.000019   0.0011 212.566 0.0001 259.205
274.554  R2   5   5 -0.000105  0.000068    0.000025 -0.000022   0.0001 302.874 0.0000 131.778
274.554  R2   6   0 -0.000132 -0.000813    0.000000  0.000000   0.0008 189.173 0.0000   0.000
274.554  R2   6   1 -0.000864  0.000463   -0.000032 -0.000251   0.0010 298.223 0.0003 187.224
274.554  R2   6   2  0.001548  0.001710    0.000006 -0.000008   0.0023  42.175 0.0000 143.745
274.554  R2   6   3 -0.000794 -0.000244   -0.000076 -0.000033   0.0008 252.914 0.0001 246.398
274.554  R2   6   4  0.000608 -0.000585    0.000055  0.000013   0.0008 133.902 0.0001  76.964
274.554  R2   6   5 -0.000035 -0.000058   -0.000002  0.000045   0.0001 211.133 0.0000 358.070
274.554  R2   6   6  0.000001  0.000008   -0.000012  0.000000   0.0000   3.444 0.0000 271.798
274.554  R2   7   0 -0.000716 -0.000715    0.000000  0.000000   0.0010 225.026 0.0000   0.000
274.554  R2   7   1  0.000765  0.000564   -0.000051 -0.000071   0.0009  53.636 0.0001 215.712
274.554  R2   7   2 -0.000403  0.000562   -0.000003 -0.000003   0.0007 324.360 0.0000 218.011
274.554  R2   7   3  0.001699  0.000066    0.000063  0.000069   0.0017  87.773 0.0001  42.211
274.554  R2   7   4 -0.000403 -0.000217    0.000000  0.000070   0.0005 241.674 0.0001   0.318
274.554  R2   7   5 -0.000061  0.000052   -0.000022 -0.000009   0.0001 310.457 0.0000 248.178
274.554  R2   7   6  0.000006 -0.000007    0.000014 -0.000001   0.0000 140.077 0.0000  94.261
274.554  R2   7   7  0.000027 -0.000030    0.000030  0.000019   0.0000 137.976 0.0000  57.335
274.554  R2   8   0  0.001540  0.000571    0.000000  0.000000   0.0016  69.672 0.0000   0.000
274.554  R2   8   1  0.000158 -0.000980    0.000133  0.000014   0.0010 170.848 0.0001  83.824
274.554  R2   8   2 -0.000358 -0.000172    0.000001  0.000004   0.0004 244.343 0.0000  15.048
274.554  R2   8   3  0.000443 -0.000294   -0.000013  0.000043   0.0005 123.592 0.0000 343.104
274.554  R2   8   4  0.000121 -0.000722    0.000001 -0.000021   0.0007 170.527 0.0000 177.008
274.554  R2   8   5 -0.000013  0.000064    0.000035 -0.000023   0.0001 348.238 0.0000 123.188
274.554  R2   8   6 -0.000007  0.000011   -0.000009 -0.000006   0.0000 327.938 0.0000 236.216
274.554  R2   8   7  0.000002 -0.000022   -0.000018  0.000010   0.0000 174.561 0.0000 300.612
274.554  R2   8   8  0.000059 -0.000040    0.000032 -0.000004   0.0001 124.092 0.0000  97.920
274.554  R2   9   0 -0.000290 -0.000364    0.000000  0.000000   0.0005 218.610 0.0000   0.000
274.554  R2   9   1 -0.000632  0.000419    0.000004 -0.000068   0.0008 303.566 0.0001 176.667
274.554  R2   9   2  0.001968 -0.000856   -0.000003 -0.000002   0.0021 113.513 0.0000 231.429
274.554  R2   9   3  0.000397  0.000123   -0.000008  0.000025   0.0004  72.906 0.0000 341.923
274.554  R2   9   4  0.000119  0.000073    0.000121  0.000062   0.0001  58.184 0.0001  62.644
274.554  R2   9   5 -0.000067 -0.000083    0.000006  0.000021   0.0001 219.274 0.0000  15.475
274.554  R2   9   6  0.000000  0.000005   -0.000010 -0.000002   0.0000   0.923 0.0000 257.690
274.554  R2   9   7 -0.000003 -0.000056   -0.000002 -0.000001   0.0001 183.172 0.0000 246.443
